Vehicle,Engine,Body,Drive,M,2a,CoG,c_D,A_F,E_b,h,A,C,D,FC US06,FC WLTC,E_f
BMW 5 Series Gran Turismo,gas,Hatchback,rear wheel drive,2036.6297413,3.07086,0.54,0.3,2.1,0.0,0.21000000000000002,2880.4036149689755,0.5787843658025704,2959.9312110802043,2.697094218921332,1.9655976982962606,665.0
Buick Regal,gas,Sedan,front wheel drive,1689.63157825,2.73812,0.55,0.27,2.2,0.0,0.22000000000000003,2596.68012833989,0.5457665712836632,2621.904556954265,2.436156721725169,1.7803052801863934,647.0
Buick Verano,gas,Sedan,front wheel drive,1496.854821,2.68478,0.55,0.27,2.2,0.0,0.22000000000000003,2302.445565580765,0.5457703156037895,2324.422935303565,2.1937617773609026,1.5997358677824705,561.0
Chevrolet SS,gas,Sedan,rear wheel drive,1813.00870289,2.91592,0.55,0.27,2.2,0.0,0.22000000000000003,2557.841574643241,0.5457077018662526,2630.597783209579,2.4150863603309047,1.7605116079247427,676.0
Chevrolet Traverse,gas,SUV,front wheel drive,2137.78083981,3.02006,0.52,0.35,2.6,0.0,0.19,3267.7975661369132,0.8360976998643378,3306.293038769626,3.1267873589531163,2.2528762260867436,791.0
Dodge Viper,gas,Coupe,rear wheel drive,1530.42065638,2.50952,0.52,0.26,2.0,0.0,0.19,2147.7715226192727,0.4777190977210056,2208.870929741082,2.043689174684825,1.4941503656689255,575.0
Ferrari GTC4Lusso,gas,Coupe,all wheel drive,1920.05650221,2.98958,0.52,0.26,2.0,0.0,0.19,2825.363143002015,0.23887500000000003,1440.0423766575,2.1576388934971398,1.7375673906357714,863.0
Hyundai Azera,gas,Sedan,front wheel drive,1671.03429108,2.8448,0.55,0.27,2.2,0.0,0.22000000000000003,2563.8306017759646,0.5457668948465465,2589.6688788190177,2.409317718182955,1.7602282882262343,665.0
Hyundai Santa Fe Sport,gas,SUV,all wheel drive,1768.10305826,2.70002,0.52,0.35,2.6,0.0,0.19,2601.76365022959,0.4180312500000001,1326.077293695,2.083210525252025,1.646976904218818,626.0
INFINITI QX70,gas,SUV,rear wheel drive,1909.17028533,2.8854399999999996,0.52,0.35,2.6,0.0,0.19,2695.5593059991784,0.8360191487557689,2769.1378426438127,2.664782982569629,1.9051792648077868,856.0
Mitsubishi Lancer,gas,Sedan,all wheel drive,1425.18722654,2.63398,0.55,0.27,2.2,0.0,0.22000000000000003,2097.16300385361,0.27286875000000005,1068.890419905,1.6570828305650678,1.328581526892596,521.0
Rolls-Royce Phantom Drophead Coupe,gas,Convertible,rear wheel drive,2719.2862581500003,3.3197799999999997,0.53,0.31,2.1,0.0,0.2,3858.4708826298797,0.5980844759626527,3961.3226829525015,3.5147767015895504,2.5708942618009116,759.0
Rolls-Royce Wraith,gas,Coupe,rear wheel drive,2440.3269506,3.1115,0.52,0.26,2.0,0.0,0.19,3455.6685915146386,0.4777306194455065,3548.093013917165,3.1250258110890456,2.298229896385886,788.0
smart fortwo,gas,Hatchback,rear wheel drive,929.8643585,1.87198,0.54,0.3,2.1,0.0,0.21000000000000002,1283.1616535108244,0.5787508837177606,1325.0539006945992,1.3766668526386525,0.9836807239331367,313.0
Volkswagen CC,gas,Sedan,front wheel drive,1528.15269453,2.71018,0.55,0.27,2.2,0.0,0.22000000000000003,2349.58963046466,0.545769643460974,2372.2237266802063,2.2326309127144404,1.6286793243607793,665.0
Volkswagen Touareg,gas,SUV,all wheel drive,2130.06976952,2.89306,0.52,0.35,2.6,0.0,0.19,3134.3976658486804,0.4180312500000001,1597.5523271400002,2.4610191449278664,1.9512819481675552,949.0
Aston Martin DB9 GT,gas,Coupe,rear wheel drive,1784.88597595,2.74066,0.52,0.26,2.0,0.0,0.19,2514.701717649696,0.47772350305660455,2584.3734056190065,2.34700913025747,1.7197166684952476,741.0
Aston Martin V8 Vantage,gas,Coupe,rear wheel drive,1609.7993211300002,2.60096,0.52,0.26,2.0,0.0,0.19,2262.8528734167785,0.4777206213867381,2326.5233073102568,2.138793493637967,1.5648854573549191,759.0
Audi allroad,gas,Wagon,all wheel drive,1764.9279116700002,2.80416,0.56,0.29,2.2,0.0,0.23000000000000004,2597.0914220224054,0.29308125,1323.6959337525002,2.0211893985289153,1.618393202159599,579.0
Bentley Continental GT,gas,Convertible,all wheel drive,2495.2116273700003,2.7432,0.53,0.31,2.1,0.0,0.2,3671.7039096749554,0.29905312500000003,1871.4087205275002,2.786240709308986,2.233580528988585,863.0
Cadillac SRX,gas,SUV,all wheel drive,2014.85730754,2.8067,0.52,0.35,2.6,0.0,0.19,2964.8625280451097,0.4180312500000001,1511.142980655,2.340764270995956,1.8544229492164523,755.0
Chevrolet Cruze Limited,gas,Sedan,front wheel drive,1414.30100966,2.68478,0.55,0.27,2.2,0.0,0.22000000000000003,2175.462204085099,0.5457722312328707,2196.2529988124525,2.089200126367946,1.5218254019371156,561.0
Dodge Dart,gas,Sedan,front wheel drive,1397.51809197,2.70256,0.55,0.27,2.2,0.0,0.22000000000000003,2149.006156562078,0.5457726483580436,2169.688273544426,2.06744712477968,1.5056050432236399,475.0
Ferrari California T,gas,Convertible,rear wheel drive,1729.54770681,2.6695399999999996,0.53,0.31,2.1,0.0,0.2,2432.931281011939,0.5980720165944641,2501.961975585492,2.3362496345371095,1.6945166995657701,741.0
Ferrari F12 Berlinetta,gas,Coupe,rear wheel drive,1630.21097778,2.72034,0.52,0.26,2.0,0.0,0.19,2296.0524271144936,0.47772098920499884,2359.777988551283,2.166073082234336,1.5852336170274939,874.0
Hyundai Equus,gas,Sedan,rear wheel drive,2065.20606061,3.04546,0.55,0.27,2.2,0.0,0.22000000000000003,2918.767417738927,0.5457113405125132,3000.715211021033,2.713616013957369,1.9824508559743919,730.0
Hyundai Genesis,gas,Sedan,all wheel drive,1948.17922915,3.0099,0.55,0.27,2.2,0.0,0.22000000000000003,2866.7457356942255,0.27286875000000005,1461.1344218625,2.202964207114246,1.768260368587946,730.0
Hyundai Genesis Coupe,gas,Coupe,rear wheel drive,1604.80980506,2.8194,0.52,0.26,2.0,0.0,0.19,2263.6848989508503,0.4777205300525887,2325.839671532809,2.1391306431655277,1.5652671702427063,619.0
Land Rover LR4,gas,SUV,four wheel drive,2565.06485235,2.8854399999999996,0.52,0.35,2.6,0.0,0.19,3774.4929302330247,0.4180312500000001,1923.7986392624998,2.9150523106786563,2.316981869404188,820.0
Lincoln MKS,gas,Sedan,all wheel drive,1991.72409667,2.86766,0.55,0.27,2.2,0.0,0.22000000000000003,2930.822008249905,0.27286875000000005,1493.7930725025,2.24841486812788,1.8048684941757638,683.0
Mercedes-Benz GL-Class,gas,SUV,all wheel drive,2436.24461927,3.0759399999999997,0.52,0.35,2.6,0.0,0.19,3584.9339572558047,0.4180312500000001,1827.1834644525,2.780594105179984,2.208682831206894,949.0
MINI Cooper,gas,Hatchback,front wheel drive,1190.67997125,2.49428,0.54,0.3,2.1,0.0,0.21000000000000002,1836.9252041677987,0.5788562549692869,1854.0612989562878,1.825869022255075,1.3209354657118173,417.0
MINI Cooper Clubman,gas,Hatchback,front wheel drive,1367.58099555,2.6695399999999996,0.54,0.3,2.1,0.0,0.21000000000000002,2103.1538907981294,0.5788505946457085,2124.0937755580817,2.0453889610038543,1.4843905989928257,475.0
MINI Cooper Countryman,gas,Wagon,front wheel drive,1339.91186098,2.59588,0.56,0.29,2.2,0.0,0.23000000000000004,2065.2410002393767,0.5862018751686633,2083.3583176544107,2.0170603970451664,1.4624451011582442,446.0
MINI Cooper Paceman,gas,Hatchback,front wheel drive,1333.5615678,2.59588,0.54,0.3,2.1,0.0,0.21000000000000002,2053.464525273839,0.5788515665318517,2073.3726545415598,2.004343858438836,1.4538558441572902,446.0
Porsche Boxster,gas,Convertible,rear wheel drive,1309.97476456,2.47396,0.53,0.31,2.1,0.0,0.2,1836.329491210168,0.598061052977036,1889.6389795454866,1.8426644030070753,1.3276107985183103,608.0
Porsche Cayman,gas,Coupe,rear wheel drive,1309.97476456,2.47396,0.52,0.26,2.0,0.0,0.19,1837.1784122928,0.4777138978902172,1889.624961377107,1.7866201455975141,1.3030983110465932,608.0
Rolls-Royce Phantom Coupe,gas,Coupe,rear wheel drive,2628.56778415,3.3197799999999997,0.52,0.26,2.0,0.0,0.19,3731.048394947078,0.4777320072897595,3829.134047709529,3.352489089858342,2.46745093635706,949.0
Scion FR-S,gas,Coupe,rear wheel drive,1251.00775646,2.57048,0.52,0.26,2.0,0.0,0.19,1757.5766450108943,0.47771219636107576,1807.1278217751808,1.7205810844348108,1.2540763088469906,475.0
Scion iA,gas,Sedan,front wheel drive,1081.81780245,2.57048,0.55,0.27,2.2,0.0,0.22000000000000003,1667.4004079143822,0.5457829065926963,1682.722059706894,1.67068443894947,1.2100444215252621,417.0
Scion iM,gas,Hatchback,front wheel drive,1374.83847347,2.60096,0.54,0.3,2.1,0.0,0.21000000000000002,2116.832142873824,0.5788503935353794,2137.380487109629,2.0565334070758134,1.4927389775227553,503.0
Scion tC,gas,Hatchback,front wheel drive,1417.02256388,2.70002,0.54,0.3,2.1,0.0,0.21000000000000002,2178.0794022011164,0.5788492653710666,2199.9808270890244,2.107144330717653,1.530383095771233,521.0
Volkswagen Eos,gas,Convertible,front wheel drive,1591.20203396,2.5781,0.53,0.31,2.1,0.0,0.2,2449.77964516922,0.5981400819196369,2474.418113065969,2.339980772502544,1.7011028781518127,521.0
Volvo S80,gas,Sedan,front wheel drive,1686.9100240300002,2.83464,0.55,0.27,2.2,0.0,0.22000000000000003,2588.584209195981,0.5457666181886749,2614.581607519208,2.4296840904984847,1.7754097489371277,665.0
Volvo XC70,gas,Wagon,all wheel drive,1783.07160647,2.81432,0.56,0.29,2.2,0.0,0.23000000000000004,2623.7898689206054,0.29308125,1337.3037048525,2.0401271739512628,1.6336465878211903,665.0
Aston Martin DB9,gas,Coupe,rear wheel drive,1784.88597595,2.74066,0.52,0.26,2.0,0.0,0.19,2514.701717649696,0.47772350305660455,2584.3734056190065,2.34700913025747,1.7197166684952476,741.0
Bentley Continental GT3-R,gas,Coupe,all wheel drive,2194.93347843,2.7457399999999996,0.52,0.26,2.0,0.0,0.19,3229.844613509745,0.23887500000000003,1646.2001088225,2.444546191145712,1.9686561834088725,863.0
Cadillac CTS-V Coupe,gas,Coupe,rear wheel drive,1912.79902429,2.88036,0.52,0.26,2.0,0.0,0.19,2700.4898230521376,0.4777252748522578,2774.241353904067,2.5005296794232073,1.8339057454388095,647.0
Ferrari 458 Italia,gas,Convertible,rear wheel drive,1534.95658008,2.6492199999999997,0.53,0.31,2.1,0.0,0.2,2158.4733653871417,0.5980676770689819,2219.821999517422,2.109080593504587,1.5256891472105276,816.0
Ferrari FF,gas,Coupe,all wheel drive,1880.14037365,2.98958,0.52,0.26,2.0,0.0,0.19,2766.626559825975,0.23887500000000003,1410.1052802375,2.115975787567976,1.7040099421802746,863.0
Honda Crosstour,gas,Hatchback,front wheel drive,1679.65254611,2.79654,0.54,0.3,2.1,0.0,0.21000000000000002,2577.7979123519153,0.5788435163540697,2604.4688218221977,2.4365200971200265,1.7757173177866719,665.0
INFINITI Q40,gas,Sedan,all wheel drive,1733.17644577,2.8498799999999997,0.55,0.27,2.2,0.0,0.22000000000000003,2550.369139950555,0.27286875000000005,1299.8823343275,1.9785515683594217,1.5875077484980964,719.0
Jaguar XK-Series,gas,Convertible,rear wheel drive,1779.89645988,2.7508199999999996,0.53,0.31,2.1,0.0,0.2,2507.0189463596503,0.5980729849036995,2577.495612879837,2.3974285958636896,1.7400372162200888,579.0
Jeep Patriot,gas,SUV,four wheel drive,1510.91618447,2.63398,0.52,0.35,2.6,0.0,0.19,2223.313165447605,0.4180312500000001,1133.1871383525,1.8147675586402403,1.430760162465773,485.0
Land Rover LR2,gas,SUV,all wheel drive,1774.90694381,2.65938,0.52,0.35,2.6,0.0,0.19,2611.775567816415,0.4180312500000001,1331.1802078575001,2.0903121910354034,1.652696923841917,665.0
McLaren 650S Coupe,gas,Coupe,rear wheel drive,1467.82490932,2.6695399999999996,0.52,0.26,2.0,0.0,0.19,2065.6570211257053,0.47771777999521403,2123.2811390005927,1.9754541397717498,1.4435397212464125,683.0
McLaren 650S Spider,gas,Convertible,rear wheel drive,1369.8489574,2.6695399999999996,0.53,0.31,2.1,0.0,0.2,1926.9479330333222,0.5980630282986872,1981.5416936096863,1.9173836507703859,1.38324728860376,683.0
Mercedes-Benz GLK-Class,gas,SUV,rear wheel drive,1845.21376116,2.7559,0.52,0.35,2.6,0.0,0.19,2600.3085816264424,0.8360176462675722,2672.2442287948497,2.5861775568217182,1.8466740763097145,626.0
Mercedes-Benz M-Class,gas,SUV,all wheel drive,2155.01734987,2.91592,0.52,0.35,2.6,0.0,0.19,3171.1080303337053,0.4180312500000001,1616.2630124025,2.487058586133592,1.9722553534522433,885.0
Mercedes-Benz SLK-Class,gas,Convertible,rear wheel drive,1470.09287117,2.43078,0.53,0.31,2.1,0.0,0.2,2059.0515087895255,0.5980659752893872,2119.23183180855,2.0271577047097256,1.4646681169253994,665.0
MINI Cooper Coupe,gas,Hatchback,front wheel drive,1159.83569009,2.46634,0.54,0.3,2.1,0.0,0.21000000000000002,1790.322176859653,0.578857418689844,1806.8324067301198,1.7874515208033317,1.2923262467201795,475.0
MINI Cooper Roadster,gas,Convertible,front wheel drive,1195.21589495,2.46634,0.53,0.31,2.1,0.0,0.2,1843.9938978087657,0.5981512918183819,1861.8759972233072,1.840910580356786,1.3293316926348853,475.0
Mitsubishi Lancer Evolution,gas,Sedan,all wheel drive,1599.82028899,2.6492199999999997,0.55,0.27,2.2,0.0,0.22000000000000003,2354.1355552487853,0.27286875000000005,1199.8652167425,1.839358919005164,1.4753953638854076,521.0
Nissan Rogue Select,gas,SUV,all wheel drive,1554.91464436,2.68986,0.52,0.35,2.6,0.0,0.19,2288.05689917574,0.4180312500000001,1166.18598327,1.8606916640394355,1.4677496226951299,572.0
Scion xB,gas,Wagon,front wheel drive,1398.87886908,2.60096,0.56,0.29,2.2,0.0,0.23000000000000004,2155.928571555791,0.5862002152457437,2174.864051045182,2.0917282613967854,1.518083802184324,503.0
Subaru XV Crosstrek,gas,SUV,all wheel drive,1455.12432296,2.63398,0.52,0.35,2.6,0.0,0.19,2141.21544123564,0.4180312500000001,1091.3432422199999,1.756533899216522,1.3838560015563817,572.0
Toyota Venza,gas,Wagon,front wheel drive,1705.5073112,2.77622,0.56,0.29,2.2,0.0,0.23000000000000004,2620.6647250399665,0.5861934340584465,2645.330757523007,2.4747220877347145,1.8033393779262819,637.0
Land Rover Discovery,diesel,SUV,four wheel drive,2222.602613,2.9235399999999996,0.52,0.35,2.6,0.0,0.19,3270.5597450295,0.4180312500000001,1666.95195975,2.3018416196236564,1.8261667935375037,793.0
Land Rover Range Rover,diesel,SUV,four wheel drive,2240.7463078,2.921,0.52,0.35,2.6,0.0,0.19,3297.2581919277004,0.4180312500000001,1680.55973085,2.3188856175037693,1.8398948406329352,800.0
Land Rover Range Rover Sport,diesel,SUV,four wheel drive,2164.99638201,2.9235399999999996,0.52,0.35,2.6,0.0,0.19,3185.7921761277153,0.4180312500000001,1623.7472865075001,2.247726926354296,1.7825802440095087,800.0
Chevrolet Equinox,diesel,SUV,all wheel drive,1655.6121505,2.7254199999999997,0.52,0.35,2.6,0.0,0.19,2436.23327946075,0.4180312500000001,1241.709112875,1.7692166858701206,1.397165321805264,550.0
GMC Terrain,diesel,SUV,all wheel drive,1730.4548915500002,2.7254199999999997,0.52,0.35,2.6,0.0,0.19,2546.3643729158252,0.4180312500000001,1297.8411686625002,1.8395231771255869,1.4537935160739206,550.0
Jaguar F-PACE,diesel,SUV,all wheel drive,1769.0102430000002,2.87274,0.52,0.35,2.6,0.0,0.19,2603.0985725745004,0.4180312500000001,1326.75768225,1.875741672620826,1.4829656161517126,561.0
Jaguar XE,diesel,Sedan,all wheel drive,1607.98495165,2.83464,0.55,0.27,2.2,0.0,0.22000000000000003,2366.1498563529753,0.27286875000000005,1205.9887137375001,1.663092826150701,1.3340334486898129,522.0
Jaguar XF,diesel,Sedan,rear wheel drive,1657.88011235,2.9591,0.55,0.27,2.2,0.0,0.22000000000000003,2340.390118018922,0.5457049138523079,2406.618127129644,2.0115009271940267,1.4640419615406952,613.0
Land Rover Range Rover Velar,diesel,SUV,all wheel drive,1977.20914083,2.87274,0.52,0.35,2.6,0.0,0.19,2909.463250731345,0.4180312500000001,1482.9068556225,2.0713215482951264,1.6404949565717906,561.0
Mazda CX-5,diesel,SUV,all wheel drive,1787.1539378,2.69748,0.52,0.35,2.6,0.0,0.19,2629.7970194727,0.4180312500000001,1340.36545335,1.89278567050094,1.4966936632471444,539.0
BMW 3 Series,diesel,Sedan,rear wheel drive,1592.1092187000002,2.80924,0.55,0.27,2.2,0.0,0.22000000000000003,2242.6790920239864,0.5457035678069266,2307.19436706775,1.938923170708875,1.4100251868828684,529.0
BMW 5 Series,diesel,Sedan,all wheel drive,1909.17028533,2.97434,0.55,0.27,2.2,0.0,0.22000000000000003,2809.344074863095,0.27286875000000005,1431.8777139975,1.9460231909605796,1.5619190304739783,613.0
BMW X5,diesel,SUV,all wheel drive,2211.2628037500003,2.9337,0.52,0.35,2.6,0.0,0.19,3253.8732157181257,0.4180312500000001,1658.4471028125004,2.291189120948583,1.81758676410286,790.0
BMW X3,diesel,SUV,all wheel drive,1918.6957251,2.80924,0.52,0.35,2.6,0.0,0.19,2823.36075948465,0.4180312500000001,1439.0217938249998,2.0163546551317606,1.5962220046890252,624.0
Audi A3,diesel,Sedan,front wheel drive,1470.09287117,2.63652,0.55,0.27,2.2,0.0,0.22000000000000003,2263.1580643897214,0.5457709130348094,2284.361938061426,1.945186687905165,1.418037056977578,465.0
Audi A6,diesel,Sedan,all wheel drive,1940.01456649,2.91338,0.55,0.27,2.2,0.0,0.22000000000000003,2854.731434590035,0.27286875000000005,1455.0109248675,1.9749979873567722,1.5852567105362112,677.0
Audi A7,diesel,Sedan,all wheel drive,1945.00408256,2.91338,0.55,0.27,2.2,0.0,0.22000000000000003,2862.07350748704,0.27286875000000005,1458.75306192,1.979685086773801,1.5890319234874553,698.0
Audi A8,diesel,Sedan,all wheel drive,2070.19557668,3.12166,0.55,0.27,2.2,0.0,0.22000000000000003,3046.2927910846206,0.27286875000000005,1552.6466825100001,2.097288672146583,1.6837554484459358,839.0
Audi Q5,diesel,SUV,all wheel drive,2029.82585575,2.8067,0.52,0.35,2.6,0.0,0.19,2986.888746736125,0.4180312500000001,1522.3693918125,2.120749142147455,1.6803062931485437,698.0
Mercedes-Benz E-Class,diesel,Sedan,rear wheel drive,1890.11940579,2.87528,0.55,0.27,2.2,0.0,0.22000000000000003,2665.0782641451374,0.5457089174522082,2741.243490171925,2.2535451803302218,1.6438594963362347,744.0
Mercedes-Benz GL-Class,diesel,SUV,all wheel drive,2479.78948679,3.0759399999999997,0.52,0.35,2.6,0.0,0.19,3649.0102298114853,0.4180312500000001,1859.8421150925,2.5434402895742605,2.020761861115249,931.0
Porsche Cayenne,diesel,SUV,all wheel drive,2184.9544462900003,2.8956,0.52,0.35,2.6,0.0,0.19,3215.1604677157356,0.4180312500000001,1638.7158347175002,2.266475324022423,1.7976810958144829,931.0
Ram 1500,diesel,Truck (Quad Cab),rear wheel drive,2465.27453095,3.5687,0.7,0.42,2.8,0.0,0.36999999999999994,3487.5137547942577,1.080406614029347,3598.751949479585,3.094776680144188,2.1998944932034714,917.0
Volkswagen Touareg,diesel,SUV,all wheel drive,2231.22086803,2.89306,0.52,0.35,2.6,0.0,0.19,3283.241507306145,0.4180312500000001,1673.4156510225,2.3099375186167115,1.8326876159078338,931.0
Audi Q7,diesel,SUV,all wheel drive,2454.84190644,3.00228,0.52,0.35,2.6,0.0,0.19,3612.29986532646,0.4180312500000001,1841.13142983,2.520004792489102,2.0018857963590277,931.0
BMW 7 Series,diesel,Sedan,all wheel drive,2125.0802534500003,3.21056,0.55,0.27,2.2,0.0,0.22000000000000003,3127.055592951676,0.27286875000000005,1593.8101900875004,2.148846765733926,1.7252827909096142,744.0
Chevrolet Cruze,diesel,Sedan,front wheel drive,1574.41911627,2.68478,0.55,0.27,2.2,0.0,0.22000000000000003,2421.754108524495,0.545768698812333,2444.846337171588,2.0628034687238928,1.5056437475558642,550.0
Mercedes-Benz GLK-Class,diesel,SUV,all wheel drive,1925.95320302,2.7559,0.52,0.35,2.6,0.0,0.19,2834.0401382439304,0.4180312500000001,1444.464902265,2.023172254283806,1.6017132235271971,550.0
Volkswagen Beetle,diesel,Hatchback,front wheel drive,1446.9596603,2.54,0.54,0.3,2.1,0.0,0.21000000000000002,2230.3575123448877,0.5788485046476518,2251.46619539082,1.9349090884750622,1.4061149770111658,511.0
Volkswagen Beetle Convertible,diesel,Convertible,front wheel drive,1558.0897909500002,2.54,0.53,0.31,2.1,0.0,0.2,2400.4666049268885,0.5981408009620964,2424.283129037635,2.0693632903547274,1.5037347615481618,511.0
Volkswagen Golf,diesel,Hatchback,front wheel drive,1417.92974862,2.63652,0.54,0.3,2.1,0.0,0.21000000000000002,2181.8157977700985,0.578849241846845,2203.2651415724968,1.8990987996876285,1.3793709624270976,465.0
Volkswagen Golf SportWagen,diesel,Wagon,front wheel drive,1472.36083302,2.6289,0.56,0.29,2.2,0.0,0.23000000000000004,2268.036253399641,0.5861983328188012,2288.185542309716,1.9656708639854241,1.428193193309021,465.0
Volkswagen Jetta,diesel,Sedan,front wheel drive,1495.04045152,2.65176,0.55,0.27,2.2,0.0,0.22000000000000003,2300.9532296217963,0.5457703554316524,2322.6354836014693,1.9732218657780014,1.4389168378536892,511.0
Volkswagen Passat,diesel,Sedan,front wheel drive,1586.21251789,2.80416,0.55,0.27,2.2,0.0,0.22000000000000003,2435.196119060441,0.5457684668338799,2459.4325853280016,2.0729745050180584,1.5131438204472172,652.0
